DateKey,Date,Day,Month,MonthNo,Quarter,Year
20230604,2023-06-04,Sunday,Jun,6,2,2023
20230605,2023-06-05,Monday,Jun,6,2,2023
20230606,2023-06-06,Tuesday,Jun,6,2,2023
20230607,2023-06-07,Wednesday,Jun,6,2,2023
20230608,2023-06-08,Thursday,Jun,6,2,2023
20230609,2023-06-09,Friday,Jun,6,2,2023
20230610,2023-06-10,Saturday,Jun,6,2,2023
20230611,2023-06-11,Sunday,Jun,6,2,2023
20230612,2023-06-12,Monday,Jun,6,2,2023
20230613,2023-06-13,Tuesday,Jun,6,2,2023
20230614,2023-06-14,Wednesday,Jun,6,2,2023
20230615,2023-06-15,Thursday,Jun,6,2,2023
20230616,2023-06-16,Friday,Jun,6,2,2023
20230617,2023-06-17,Saturday,Jun,6,2,2023
20230618,2023-06-18,Sunday,Jun,6,2,2023
20230619,2023-06-19,Monday,Jun,6,2,2023
20230620,2023-06-20,Tuesday,Jun,6,2,2023
20230621,2023-06-21,Wednesday,Jun,6,2,2023
20230622,2023-06-22,Thursday,Jun,6,2,2023
20230623,2023-06-23,Friday,Jun,6,2,2023
20230624,2023-06-24,Saturday,Jun,6,2,2023
20230625,2023-06-25,Sunday,Jun,6,2,2023
20230626,2023-06-26,Monday,Jun,6,2,2023
20230627,2023-06-27,Tuesday,Jun,6,2,2023
20230628,2023-06-28,Wednesday,Jun,6,2,2023
20230629,2023-06-29,Thursday,Jun,6,2,2023
20230630,2023-06-30,Friday,Jun,6,2,2023
20230701,2023-07-01,Saturday,Jul,7,3,2023
20230702,2023-07-02,Sunday,Jul,7,3,2023
20230703,2023-07-03,Monday,Jul,7,3,2023
20230704,2023-07-04,Tuesday,Jul,7,3,2023
20230705,2023-07-05,Wednesday,Jul,7,3,2023
20230706,2023-07-06,Thursday,Jul,7,3,2023
20230707,2023-07-07,Friday,Jul,7,3,2023
20230708,2023-07-08,Saturday,Jul,7,3,2023
20230709,2023-07-09,Sunday,Jul,7,3,2023
20230710,2023-07-10,Monday,Jul,7,3,2023
20230711,2023-07-11,Tuesday,Jul,7,3,2023
20230712,2023-07-12,Wednesday,Jul,7,3,2023
20230713,2023-07-13,Thursday,Jul,7,3,2023
20230714,2023-07-14,Friday,Jul,7,3,2023
20230715,2023-07-15,Saturday,Jul,7,3,2023
20230716,2023-07-16,Sunday,Jul,7,3,2023
20230717,2023-07-17,Monday,Jul,7,3,2023
20230718,2023-07-18,Tuesday,Jul,7,3,2023
20230719,2023-07-19,Wednesday,Jul,7,3,2023
20230720,2023-07-20,Thursday,Jul,7,3,2023
20230721,2023-07-21,Friday,Jul,7,3,2023
20230722,2023-07-22,Saturday,Jul,7,3,2023
20230723,2023-07-23,Sunday,Jul,7,3,2023
20230724,2023-07-24,Monday,Jul,7,3,2023
20230725,2023-07-25,Tuesday,Jul,7,3,2023
20230726,2023-07-26,Wednesday,Jul,7,3,2023
20230727,2023-07-27,Thursday,Jul,7,3,2023
20230728,2023-07-28,Friday,Jul,7,3,2023
20230729,2023-07-29,Saturday,Jul,7,3,2023
20230730,2023-07-30,Sunday,Jul,7,3,2023
20230731,2023-07-31,Monday,Jul,7,3,2023
20230801,2023-08-01,Tuesday,Aug,8,3,2023
20230802,2023-08-02,Wednesday,Aug,8,3,2023
20230803,2023-08-03,Thursday,Aug,8,3,2023
20230804,2023-08-04,Friday,Aug,8,3,2023
20230805,2023-08-05,Saturday,Aug,8,3,2023
20230806,2023-08-06,Sunday,Aug,8,3,2023
20230807,2023-08-07,Monday,Aug,8,3,2023
20230808,2023-08-08,Tuesday,Aug,8,3,2023
20230809,2023-08-09,Wednesday,Aug,8,3,2023
20230810,2023-08-10,Thursday,Aug,8,3,2023
20230811,2023-08-11,Friday,Aug,8,3,2023
20230812,2023-08-12,Saturday,Aug,8,3,2023
20230813,2023-08-13,Sunday,Aug,8,3,2023
20230814,2023-08-14,Monday,Aug,8,3,2023
20230815,2023-08-15,Tuesday,Aug,8,3,2023
20230816,2023-08-16,Wednesday,Aug,8,3,2023
20230817,2023-08-17,Thursday,Aug,8,3,2023
20230818,2023-08-18,Friday,Aug,8,3,2023
20230819,2023-08-19,Saturday,Aug,8,3,2023
20230820,2023-08-20,Sunday,Aug,8,3,2023
20230821,2023-08-21,Monday,Aug,8,3,2023
20230822,2023-08-22,Tuesday,Aug,8,3,2023
20230823,2023-08-23,Wednesday,Aug,8,3,2023
20230824,2023-08-24,Thursday,Aug,8,3,2023
20230825,2023-08-25,Friday,Aug,8,3,2023
20230826,2023-08-26,Saturday,Aug,8,3,2023
20230827,2023-08-27,Sunday,Aug,8,3,2023
20230828,2023-08-28,Monday,Aug,8,3,2023
20230829,2023-08-29,Tuesday,Aug,8,3,2023
20230830,2023-08-30,Wednesday,Aug,8,3,2023
20230831,2023-08-31,Thursday,Aug,8,3,2023
20230901,2023-09-01,Friday,Sep,9,3,2023
20230902,2023-09-02,Saturday,Sep,9,3,2023
20230903,2023-09-03,Sunday,Sep,9,3,2023
20230904,2023-09-04,Monday,Sep,9,3,2023
20230905,2023-09-05,Tuesday,Sep,9,3,2023
20230906,2023-09-06,Wednesday,Sep,9,3,2023
20230907,2023-09-07,Thursday,Sep,9,3,2023
20230908,2023-09-08,Friday,Sep,9,3,2023
20230909,2023-09-09,Saturday,Sep,9,3,2023
20230910,2023-09-10,Sunday,Sep,9,3,2023
20230911,2023-09-11,Monday,Sep,9,3,2023
20230912,2023-09-12,Tuesday,Sep,9,3,2023
20230913,2023-09-13,Wednesday,Sep,9,3,2023
20230914,2023-09-14,Thursday,Sep,9,3,2023
20230915,2023-09-15,Friday,Sep,9,3,2023
20230916,2023-09-16,Saturday,Sep,9,3,2023
20230917,2023-09-17,Sunday,Sep,9,3,2023
20230918,2023-09-18,Monday,Sep,9,3,2023
20230919,2023-09-19,Tuesday,Sep,9,3,2023
20230920,2023-09-20,Wednesday,Sep,9,3,2023
20230921,2023-09-21,Thursday,Sep,9,3,2023
20230922,2023-09-22,Friday,Sep,9,3,2023
20230923,2023-09-23,Saturday,Sep,9,3,2023
20230924,2023-09-24,Sunday,Sep,9,3,2023
20230925,2023-09-25,Monday,Sep,9,3,2023
20230926,2023-09-26,Tuesday,Sep,9,3,2023
20230927,2023-09-27,Wednesday,Sep,9,3,2023
20230928,2023-09-28,Thursday,Sep,9,3,2023
20230929,2023-09-29,Friday,Sep,9,3,2023
20230930,2023-09-30,Saturday,Sep,9,3,2023
20231001,2023-10-01,Sunday,Oct,10,4,2023
20231002,2023-10-02,Monday,Oct,10,4,2023
20231003,2023-10-03,Tuesday,Oct,10,4,2023
20231004,2023-10-04,Wednesday,Oct,10,4,2023
20231005,2023-10-05,Thursday,Oct,10,4,2023
20231006,2023-10-06,Friday,Oct,10,4,2023
20231007,2023-10-07,Saturday,Oct,10,4,2023
20231008,2023-10-08,Sunday,Oct,10,4,2023
20231009,2023-10-09,Monday,Oct,10,4,2023
20231010,2023-10-10,Tuesday,Oct,10,4,2023
20231011,2023-10-11,Wednesday,Oct,10,4,2023
20231012,2023-10-12,Thursday,Oct,10,4,2023
20231013,2023-10-13,Friday,Oct,10,4,2023
20231014,2023-10-14,Saturday,Oct,10,4,2023
20231015,2023-10-15,Sunday,Oct,10,4,2023
20231016,2023-10-16,Monday,Oct,10,4,2023
20231017,2023-10-17,Tuesday,Oct,10,4,2023
20231018,2023-10-18,Wednesday,Oct,10,4,2023
20231019,2023-10-19,Thursday,Oct,10,4,2023
20231020,2023-10-20,Friday,Oct,10,4,2023
20231021,2023-10-21,Saturday,Oct,10,4,2023
20231022,2023-10-22,Sunday,Oct,10,4,2023
20231023,2023-10-23,Monday,Oct,10,4,2023
20231024,2023-10-24,Tuesday,Oct,10,4,2023
20231025,2023-10-25,Wednesday,Oct,10,4,2023
20231026,2023-10-26,Thursday,Oct,10,4,2023
20231027,2023-10-27,Friday,Oct,10,4,2023
20231028,2023-10-28,Saturday,Oct,10,4,2023
20231029,2023-10-29,Sunday,Oct,10,4,2023
20231030,2023-10-30,Monday,Oct,10,4,2023
20231031,2023-10-31,Tuesday,Oct,10,4,2023
20231101,2023-11-01,Wednesday,Nov,11,4,2023
20231102,2023-11-02,Thursday,Nov,11,4,2023
20231103,2023-11-03,Friday,Nov,11,4,2023
20231104,2023-11-04,Saturday,Nov,11,4,2023
20231105,2023-11-05,Sunday,Nov,11,4,2023
20231106,2023-11-06,Monday,Nov,11,4,2023
20231107,2023-11-07,Tuesday,Nov,11,4,2023
20231108,2023-11-08,Wednesday,Nov,11,4,2023
20231109,2023-11-09,Thursday,Nov,11,4,2023
20231110,2023-11-10,Friday,Nov,11,4,2023
20231111,2023-11-11,Saturday,Nov,11,4,2023
20231112,2023-11-12,Sunday,Nov,11,4,2023
20231113,2023-11-13,Monday,Nov,11,4,2023
20231114,2023-11-14,Tuesday,Nov,11,4,2023
20231115,2023-11-15,Wednesday,Nov,11,4,2023
20231116,2023-11-16,Thursday,Nov,11,4,2023
20231117,2023-11-17,Friday,Nov,11,4,2023
20231118,2023-11-18,Saturday,Nov,11,4,2023
20231119,2023-11-19,Sunday,Nov,11,4,2023
20231120,2023-11-20,Monday,Nov,11,4,2023
20231121,2023-11-21,Tuesday,Nov,11,4,2023
20231122,2023-11-22,Wednesday,Nov,11,4,2023
20231123,2023-11-23,Thursday,Nov,11,4,2023
20231124,2023-11-24,Friday,Nov,11,4,2023
20231125,2023-11-25,Saturday,Nov,11,4,2023
20231126,2023-11-26,Sunday,Nov,11,4,2023
20231127,2023-11-27,Monday,Nov,11,4,2023
20231128,2023-11-28,Tuesday,Nov,11,4,2023
20231129,2023-11-29,Wednesday,Nov,11,4,2023
20231130,2023-11-30,Thursday,Nov,11,4,2023
20231201,2023-12-01,Friday,Dec,12,4,2023
20231202,2023-12-02,Saturday,Dec,12,4,2023
20231203,2023-12-03,Sunday,Dec,12,4,2023
20231204,2023-12-04,Monday,Dec,12,4,2023
20231205,2023-12-05,Tuesday,Dec,12,4,2023
20231206,2023-12-06,Wednesday,Dec,12,4,2023
20231207,2023-12-07,Thursday,Dec,12,4,2023
20231208,2023-12-08,Friday,Dec,12,4,2023
20231209,2023-12-09,Saturday,Dec,12,4,2023
20231210,2023-12-10,Sunday,Dec,12,4,2023
20231211,2023-12-11,Monday,Dec,12,4,2023
20231212,2023-12-12,Tuesday,Dec,12,4,2023
20231213,2023-12-13,Wednesday,Dec,12,4,2023
20231214,2023-12-14,Thursday,Dec,12,4,2023
20231215,2023-12-15,Friday,Dec,12,4,2023
20231216,2023-12-16,Saturday,Dec,12,4,2023
20231217,2023-12-17,Sunday,Dec,12,4,2023
20231218,2023-12-18,Monday,Dec,12,4,2023
20231219,2023-12-19,Tuesday,Dec,12,4,2023
20231220,2023-12-20,Wednesday,Dec,12,4,2023
20231221,2023-12-21,Thursday,Dec,12,4,2023
20231222,2023-12-22,Friday,Dec,12,4,2023
20231223,2023-12-23,Saturday,Dec,12,4,2023
20231224,2023-12-24,Sunday,Dec,12,4,2023
20231225,2023-12-25,Monday,Dec,12,4,2023
20231226,2023-12-26,Tuesday,Dec,12,4,2023
20231227,2023-12-27,Wednesday,Dec,12,4,2023
20231228,2023-12-28,Thursday,Dec,12,4,2023
20231229,2023-12-29,Friday,Dec,12,4,2023
20231230,2023-12-30,Saturday,Dec,12,4,2023
20231231,2023-12-31,Sunday,Dec,12,4,2023
20240101,2024-01-01,Monday,Jan,1,1,2024
20240102,2024-01-02,Tuesday,Jan,1,1,2024
20240103,2024-01-03,Wednesday,Jan,1,1,2024
20240104,2024-01-04,Thursday,Jan,1,1,2024
20240105,2024-01-05,Friday,Jan,1,1,2024
20240106,2024-01-06,Saturday,Jan,1,1,2024
20240107,2024-01-07,Sunday,Jan,1,1,2024
20240108,2024-01-08,Monday,Jan,1,1,2024
20240109,2024-01-09,Tuesday,Jan,1,1,2024
20240110,2024-01-10,Wednesday,Jan,1,1,2024
20240111,2024-01-11,Thursday,Jan,1,1,2024
20240112,2024-01-12,Friday,Jan,1,1,2024
20240113,2024-01-13,Saturday,Jan,1,1,2024
20240114,2024-01-14,Sunday,Jan,1,1,2024
20240115,2024-01-15,Monday,Jan,1,1,2024
20240116,2024-01-16,Tuesday,Jan,1,1,2024
20240117,2024-01-17,Wednesday,Jan,1,1,2024
20240118,2024-01-18,Thursday,Jan,1,1,2024
20240119,2024-01-19,Friday,Jan,1,1,2024
20240120,2024-01-20,Saturday,Jan,1,1,2024
20240121,2024-01-21,Sunday,Jan,1,1,2024
20240122,2024-01-22,Monday,Jan,1,1,2024
20240123,2024-01-23,Tuesday,Jan,1,1,2024
20240124,2024-01-24,Wednesday,Jan,1,1,2024
20240125,2024-01-25,Thursday,Jan,1,1,2024
20240126,2024-01-26,Friday,Jan,1,1,2024
20240127,2024-01-27,Saturday,Jan,1,1,2024
20240128,2024-01-28,Sunday,Jan,1,1,2024
20240129,2024-01-29,Monday,Jan,1,1,2024
20240130,2024-01-30,Tuesday,Jan,1,1,2024
20240131,2024-01-31,Wednesday,Jan,1,1,2024
20240201,2024-02-01,Thursday,Feb,2,1,2024
20240202,2024-02-02,Friday,Feb,2,1,2024
20240203,2024-02-03,Saturday,Feb,2,1,2024
20240204,2024-02-04,Sunday,Feb,2,1,2024
20240205,2024-02-05,Monday,Feb,2,1,2024
20240206,2024-02-06,Tuesday,Feb,2,1,2024
20240207,2024-02-07,Wednesday,Feb,2,1,2024
20240208,2024-02-08,Thursday,Feb,2,1,2024
20240209,2024-02-09,Friday,Feb,2,1,2024
20240210,2024-02-10,Saturday,Feb,2,1,2024
20240211,2024-02-11,Sunday,Feb,2,1,2024
20240212,2024-02-12,Monday,Feb,2,1,2024
20240213,2024-02-13,Tuesday,Feb,2,1,2024
20240214,2024-02-14,Wednesday,Feb,2,1,2024
20240215,2024-02-15,Thursday,Feb,2,1,2024
20240216,2024-02-16,Friday,Feb,2,1,2024
20240217,2024-02-17,Saturday,Feb,2,1,2024
20240218,2024-02-18,Sunday,Feb,2,1,2024
20240219,2024-02-19,Monday,Feb,2,1,2024
20240220,2024-02-20,Tuesday,Feb,2,1,2024
20240221,2024-02-21,Wednesday,Feb,2,1,2024
20240222,2024-02-22,Thursday,Feb,2,1,2024
20240223,2024-02-23,Friday,Feb,2,1,2024
20240224,2024-02-24,Saturday,Feb,2,1,2024
20240225,2024-02-25,Sunday,Feb,2,1,2024
20240226,2024-02-26,Monday,Feb,2,1,2024
20240227,2024-02-27,Tuesday,Feb,2,1,2024
20240228,2024-02-28,Wednesday,Feb,2,1,2024
20240229,2024-02-29,Thursday,Feb,2,1,2024
20240301,2024-03-01,Friday,Mar,3,1,2024
20240302,2024-03-02,Saturday,Mar,3,1,2024
20240303,2024-03-03,Sunday,Mar,3,1,2024
20240304,2024-03-04,Monday,Mar,3,1,2024
20240305,2024-03-05,Tuesday,Mar,3,1,2024
20240306,2024-03-06,Wednesday,Mar,3,1,2024
20240307,2024-03-07,Thursday,Mar,3,1,2024
20240308,2024-03-08,Friday,Mar,3,1,2024
20240309,2024-03-09,Saturday,Mar,3,1,2024
20240310,2024-03-10,Sunday,Mar,3,1,2024
20240311,2024-03-11,Monday,Mar,3,1,2024
20240312,2024-03-12,Tuesday,Mar,3,1,2024
20240313,2024-03-13,Wednesday,Mar,3,1,2024
20240314,2024-03-14,Thursday,Mar,3,1,2024
20240315,2024-03-15,Friday,Mar,3,1,2024
20240316,2024-03-16,Saturday,Mar,3,1,2024
20240317,2024-03-17,Sunday,Mar,3,1,2024
20240318,2024-03-18,Monday,Mar,3,1,2024
20240319,2024-03-19,Tuesday,Mar,3,1,2024
20240320,2024-03-20,Wednesday,Mar,3,1,2024
20240321,2024-03-21,Thursday,Mar,3,1,2024
20240322,2024-03-22,Friday,Mar,3,1,2024
20240323,2024-03-23,Saturday,Mar,3,1,2024
20240324,2024-03-24,Sunday,Mar,3,1,2024
20240325,2024-03-25,Monday,Mar,3,1,2024
20240326,2024-03-26,Tuesday,Mar,3,1,2024
20240327,2024-03-27,Wednesday,Mar,3,1,2024
20240328,2024-03-28,Thursday,Mar,3,1,2024
20240329,2024-03-29,Friday,Mar,3,1,2024
20240330,2024-03-30,Saturday,Mar,3,1,2024
20240331,2024-03-31,Sunday,Mar,3,1,2024
20240401,2024-04-01,Monday,Apr,4,2,2024
20240402,2024-04-02,Tuesday,Apr,4,2,2024
20240403,2024-04-03,Wednesday,Apr,4,2,2024
20240404,2024-04-04,Thursday,Apr,4,2,2024
20240405,2024-04-05,Friday,Apr,4,2,2024
20240406,2024-04-06,Saturday,Apr,4,2,2024
20240407,2024-04-07,Sunday,Apr,4,2,2024
20240408,2024-04-08,Monday,Apr,4,2,2024
20240409,2024-04-09,Tuesday,Apr,4,2,2024
20240410,2024-04-10,Wednesday,Apr,4,2,2024
20240411,2024-04-11,Thursday,Apr,4,2,2024
20240412,2024-04-12,Friday,Apr,4,2,2024
20240413,2024-04-13,Saturday,Apr,4,2,2024
20240414,2024-04-14,Sunday,Apr,4,2,2024
20240415,2024-04-15,Monday,Apr,4,2,2024
20240416,2024-04-16,Tuesday,Apr,4,2,2024
20240417,2024-04-17,Wednesday,Apr,4,2,2024
20240418,2024-04-18,Thursday,Apr,4,2,2024
20240419,2024-04-19,Friday,Apr,4,2,2024
20240420,2024-04-20,Saturday,Apr,4,2,2024
20240421,2024-04-21,Sunday,Apr,4,2,2024
20240422,2024-04-22,Monday,Apr,4,2,2024
20240423,2024-04-23,Tuesday,Apr,4,2,2024
20240424,2024-04-24,Wednesday,Apr,4,2,2024
20240425,2024-04-25,Thursday,Apr,4,2,2024
20240426,2024-04-26,Friday,Apr,4,2,2024
20240427,2024-04-27,Saturday,Apr,4,2,2024
20240428,2024-04-28,Sunday,Apr,4,2,2024
20240429,2024-04-29,Monday,Apr,4,2,2024
20240430,2024-04-30,Tuesday,Apr,4,2,2024
20240501,2024-05-01,Wednesday,May,5,2,2024
20240502,2024-05-02,Thursday,May,5,2,2024
20240503,2024-05-03,Friday,May,5,2,2024
20240504,2024-05-04,Saturday,May,5,2,2024
20240505,2024-05-05,Sunday,May,5,2,2024
20240506,2024-05-06,Monday,May,5,2,2024
20240507,2024-05-07,Tuesday,May,5,2,2024
20240508,2024-05-08,Wednesday,May,5,2,2024
20240509,2024-05-09,Thursday,May,5,2,2024
20240510,2024-05-10,Friday,May,5,2,2024
20240511,2024-05-11,Saturday,May,5,2,2024
20240512,2024-05-12,Sunday,May,5,2,2024
20240513,2024-05-13,Monday,May,5,2,2024
20240514,2024-05-14,Tuesday,May,5,2,2024
20240515,2024-05-15,Wednesday,May,5,2,2024
20240516,2024-05-16,Thursday,May,5,2,2024
20240517,2024-05-17,Friday,May,5,2,2024
20240518,2024-05-18,Saturday,May,5,2,2024
20240519,2024-05-19,Sunday,May,5,2,2024
20240520,2024-05-20,Monday,May,5,2,2024
20240521,2024-05-21,Tuesday,May,5,2,2024
20240522,2024-05-22,Wednesday,May,5,2,2024
20240523,2024-05-23,Thursday,May,5,2,2024
20240524,2024-05-24,Friday,May,5,2,2024
20240525,2024-05-25,Saturday,May,5,2,2024
20240526,2024-05-26,Sunday,May,5,2,2024
20240527,2024-05-27,Monday,May,5,2,2024
20240528,2024-05-28,Tuesday,May,5,2,2024
20240529,2024-05-29,Wednesday,May,5,2,2024
20240530,2024-05-30,Thursday,May,5,2,2024
20240531,2024-05-31,Friday,May,5,2,2024
20240601,2024-06-01,Saturday,Jun,6,2,2024
20240602,2024-06-02,Sunday,Jun,6,2,2024
20240603,2024-06-03,Monday,Jun,6,2,2024
20240604,2024-06-04,Tuesday,Jun,6,2,2024
20240605,2024-06-05,Wednesday,Jun,6,2,2024
20240606,2024-06-06,Thursday,Jun,6,2,2024
20240607,2024-06-07,Friday,Jun,6,2,2024
20240608,2024-06-08,Saturday,Jun,6,2,2024
20240609,2024-06-09,Sunday,Jun,6,2,2024
20240610,2024-06-10,Monday,Jun,6,2,2024
20240611,2024-06-11,Tuesday,Jun,6,2,2024
20240612,2024-06-12,Wednesday,Jun,6,2,2024
20240613,2024-06-13,Thursday,Jun,6,2,2024
20240614,2024-06-14,Friday,Jun,6,2,2024
20240615,2024-06-15,Saturday,Jun,6,2,2024
20240616,2024-06-16,Sunday,Jun,6,2,2024
20240617,2024-06-17,Monday,Jun,6,2,2024
20240618,2024-06-18,Tuesday,Jun,6,2,2024
20240619,2024-06-19,Wednesday,Jun,6,2,2024
20240620,2024-06-20,Thursday,Jun,6,2,2024
20240621,2024-06-21,Friday,Jun,6,2,2024
20240622,2024-06-22,Saturday,Jun,6,2,2024
20240623,2024-06-23,Sunday,Jun,6,2,2024
20240624,2024-06-24,Monday,Jun,6,2,2024
20240625,2024-06-25,Tuesday,Jun,6,2,2024
20240626,2024-06-26,Wednesday,Jun,6,2,2024
20240627,2024-06-27,Thursday,Jun,6,2,2024
20240628,2024-06-28,Friday,Jun,6,2,2024
20240629,2024-06-29,Saturday,Jun,6,2,2024
20240630,2024-06-30,Sunday,Jun,6,2,2024
20240701,2024-07-01,Monday,Jul,7,3,2024
20240702,2024-07-02,Tuesday,Jul,7,3,2024
20240703,2024-07-03,Wednesday,Jul,7,3,2024
20240704,2024-07-04,Thursday,Jul,7,3,2024
20240705,2024-07-05,Friday,Jul,7,3,2024
20240706,2024-07-06,Saturday,Jul,7,3,2024
20240707,2024-07-07,Sunday,Jul,7,3,2024
20240708,2024-07-08,Monday,Jul,7,3,2024
20240709,2024-07-09,Tuesday,Jul,7,3,2024
20240710,2024-07-10,Wednesday,Jul,7,3,2024
20240711,2024-07-11,Thursday,Jul,7,3,2024
20240712,2024-07-12,Friday,Jul,7,3,2024
20240713,2024-07-13,Saturday,Jul,7,3,2024
20240714,2024-07-14,Sunday,Jul,7,3,2024
20240715,2024-07-15,Monday,Jul,7,3,2024
20240716,2024-07-16,Tuesday,Jul,7,3,2024
20240717,2024-07-17,Wednesday,Jul,7,3,2024
20240718,2024-07-18,Thursday,Jul,7,3,2024
20240719,2024-07-19,Friday,Jul,7,3,2024
20240720,2024-07-20,Saturday,Jul,7,3,2024
20240721,2024-07-21,Sunday,Jul,7,3,2024
20240722,2024-07-22,Monday,Jul,7,3,2024
20240723,2024-07-23,Tuesday,Jul,7,3,2024
20240724,2024-07-24,Wednesday,Jul,7,3,2024
20240725,2024-07-25,Thursday,Jul,7,3,2024
20240726,2024-07-26,Friday,Jul,7,3,2024
20240727,2024-07-27,Saturday,Jul,7,3,2024
20240728,2024-07-28,Sunday,Jul,7,3,2024
20240729,2024-07-29,Monday,Jul,7,3,2024
20240730,2024-07-30,Tuesday,Jul,7,3,2024
20240731,2024-07-31,Wednesday,Jul,7,3,2024
20240801,2024-08-01,Thursday,Aug,8,3,2024
20240802,2024-08-02,Friday,Aug,8,3,2024
20240803,2024-08-03,Saturday,Aug,8,3,2024
20240804,2024-08-04,Sunday,Aug,8,3,2024
20240805,2024-08-05,Monday,Aug,8,3,2024
20240806,2024-08-06,Tuesday,Aug,8,3,2024
20240807,2024-08-07,Wednesday,Aug,8,3,2024
20240808,2024-08-08,Thursday,Aug,8,3,2024
20240809,2024-08-09,Friday,Aug,8,3,2024
20240810,2024-08-10,Saturday,Aug,8,3,2024
20240811,2024-08-11,Sunday,Aug,8,3,2024
20240812,2024-08-12,Monday,Aug,8,3,2024
20240813,2024-08-13,Tuesday,Aug,8,3,2024
20240814,2024-08-14,Wednesday,Aug,8,3,2024
20240815,2024-08-15,Thursday,Aug,8,3,2024
20240816,2024-08-16,Friday,Aug,8,3,2024
20240817,2024-08-17,Saturday,Aug,8,3,2024
20240818,2024-08-18,Sunday,Aug,8,3,2024
20240819,2024-08-19,Monday,Aug,8,3,2024
20240820,2024-08-20,Tuesday,Aug,8,3,2024
20240821,2024-08-21,Wednesday,Aug,8,3,2024
20240822,2024-08-22,Thursday,Aug,8,3,2024
20240823,2024-08-23,Friday,Aug,8,3,2024
20240824,2024-08-24,Saturday,Aug,8,3,2024
20240825,2024-08-25,Sunday,Aug,8,3,2024
20240826,2024-08-26,Monday,Aug,8,3,2024
20240827,2024-08-27,Tuesday,Aug,8,3,2024
20240828,2024-08-28,Wednesday,Aug,8,3,2024
20240829,2024-08-29,Thursday,Aug,8,3,2024
20240830,2024-08-30,Friday,Aug,8,3,2024
20240831,2024-08-31,Saturday,Aug,8,3,2024
20240901,2024-09-01,Sunday,Sep,9,3,2024
20240902,2024-09-02,Monday,Sep,9,3,2024
20240903,2024-09-03,Tuesday,Sep,9,3,2024
20240904,2024-09-04,Wednesday,Sep,9,3,2024
20240905,2024-09-05,Thursday,Sep,9,3,2024
20240906,2024-09-06,Friday,Sep,9,3,2024
20240907,2024-09-07,Saturday,Sep,9,3,2024
20240908,2024-09-08,Sunday,Sep,9,3,2024
20240909,2024-09-09,Monday,Sep,9,3,2024
20240910,2024-09-10,Tuesday,Sep,9,3,2024
20240911,2024-09-11,Wednesday,Sep,9,3,2024
20240912,2024-09-12,Thursday,Sep,9,3,2024
20240913,2024-09-13,Friday,Sep,9,3,2024
20240914,2024-09-14,Saturday,Sep,9,3,2024
20240915,2024-09-15,Sunday,Sep,9,3,2024
20240916,2024-09-16,Monday,Sep,9,3,2024
20240917,2024-09-17,Tuesday,Sep,9,3,2024
20240918,2024-09-18,Wednesday,Sep,9,3,2024
20240919,2024-09-19,Thursday,Sep,9,3,2024
20240920,2024-09-20,Friday,Sep,9,3,2024
20240921,2024-09-21,Saturday,Sep,9,3,2024
20240922,2024-09-22,Sunday,Sep,9,3,2024
20240923,2024-09-23,Monday,Sep,9,3,2024
20240924,2024-09-24,Tuesday,Sep,9,3,2024
20240925,2024-09-25,Wednesday,Sep,9,3,2024
20240926,2024-09-26,Thursday,Sep,9,3,2024
20240927,2024-09-27,Friday,Sep,9,3,2024
20240928,2024-09-28,Saturday,Sep,9,3,2024
20240929,2024-09-29,Sunday,Sep,9,3,2024
20240930,2024-09-30,Monday,Sep,9,3,2024
20241001,2024-10-01,Tuesday,Oct,10,4,2024
20241002,2024-10-02,Wednesday,Oct,10,4,2024
20241003,2024-10-03,Thursday,Oct,10,4,2024
20241004,2024-10-04,Friday,Oct,10,4,2024
20241005,2024-10-05,Saturday,Oct,10,4,2024
20241006,2024-10-06,Sunday,Oct,10,4,2024
20241007,2024-10-07,Monday,Oct,10,4,2024
20241008,2024-10-08,Tuesday,Oct,10,4,2024
20241009,2024-10-09,Wednesday,Oct,10,4,2024
20241010,2024-10-10,Thursday,Oct,10,4,2024
20241011,2024-10-11,Friday,Oct,10,4,2024
20241012,2024-10-12,Saturday,Oct,10,4,2024
20241013,2024-10-13,Sunday,Oct,10,4,2024
20241014,2024-10-14,Monday,Oct,10,4,2024
20241015,2024-10-15,Tuesday,Oct,10,4,2024
20241016,2024-10-16,Wednesday,Oct,10,4,2024
20241017,2024-10-17,Thursday,Oct,10,4,2024
20241018,2024-10-18,Friday,Oct,10,4,2024
20241019,2024-10-19,Saturday,Oct,10,4,2024
20241020,2024-10-20,Sunday,Oct,10,4,2024
20241021,2024-10-21,Monday,Oct,10,4,2024
20241022,2024-10-22,Tuesday,Oct,10,4,2024
20241023,2024-10-23,Wednesday,Oct,10,4,2024
20241024,2024-10-24,Thursday,Oct,10,4,2024
20241025,2024-10-25,Friday,Oct,10,4,2024
20241026,2024-10-26,Saturday,Oct,10,4,2024
20241027,2024-10-27,Sunday,Oct,10,4,2024
20241028,2024-10-28,Monday,Oct,10,4,2024
20241029,2024-10-29,Tuesday,Oct,10,4,2024
20241030,2024-10-30,Wednesday,Oct,10,4,2024
20241031,2024-10-31,Thursday,Oct,10,4,2024
20241101,2024-11-01,Friday,Nov,11,4,2024
20241102,2024-11-02,Saturday,Nov,11,4,2024
20241103,2024-11-03,Sunday,Nov,11,4,2024
